t,dr_x,dr_y
1788014246.985066,0.0,0.0
1788014246.985634,1.7263420021362813e-09,-5.764076422404804e-09
1788014246.9862115,5.264247948681588e-09,-1.7576776470212424e-08
1788014246.9887078,5.379389467568967e-08,-1.7986471634117135e-07
1788014247.0065956,2.1039401883829715e-06,-7.0506459098514836e-06
1788014247.0280733,7.019521069218967e-06,-2.3525309643978985e-05
1788014247.0487244,1.4012795700936132e-05,-4.696754834288215e-05
1788014247.0684893,2.278225260476714e-05,-7.636447208076726e-05
1788014247.088239,3.361628265390378e-05,-0.00011269007781699073
1788014247.1040745,4.363898392132788e-05,-0.00014628948542678486
1788014247.1250403,5.92554017285909e-05,-0.00019862460884256363
1788014247.1457942,7.702412365314931e-05,-0.00025813287044503815
1788014247.167534,9.81871485651553e-05,-0.00032893195175605025
1788014247.2106874,0.00015018005337756498,-0.0005027113057192203
1788014247.2141366,0.0001543995869534585,-0.0005168137164187053
1788014247.2264216,0.0001702371193010881,-0.0005697333158075623
1788014247.2470732,0.0001991399213975961,-0.0006662944248166887
1788014247.270057,0.00023412700626255595,-0.0007831737375796634
1788014247.2906022,0.0002676539702283847,-0.0008951723512393936
1788014247.3103244,0.00030191439613862984,-0.0010096219530505142
1788014247.3252308,0.0003290000180059051,-0.0011000930105584021
1788014247.3460417,0.0003691427973510134,-0.0012341440575656109
1788014247.3670917,0.0004121399638259178,-0.0013776668080937996
1788014247.3889525,0.00045936489462288313,-0.0015352625325277033
1788014247.406042,0.0004978453222904877,-0.0016636798344624346
1788014247.4564838,0.0006249784831488044,-0.002088146022478855
1788014247.4604335,0.0006350162467145683,-0.0021216607066782346
1788014247.4683473,0.0006554623796603707,-0.0021899309899662336
1788014247.487669,0.0007073706245775861,-0.0023632741954213157
1788014247.508304,0.000765076400372648,-0.0025560036107529507
1788014247.5277069,0.0008213495764832253,-0.0027439494071868674
1788014247.54814,0.0008828552076083685,-0.0029493495724820674
1788014247.5693712,0.0009491933016455504,-0.003170849536862262
1788014247.5860903,0.0010029340755807086,-0.003350280893927641
1788014247.604332,0.0010633463664207919,-0.0035520033261948513
1788014247.625765,0.001136776995987308,-0.0037972323529481752
1788014247.646828,0.0012112959167058848,-0.004046157442992691
1788014247.668315,0.0012897729372540981,-0.004308350145775516
1788014247.7098055,0.0014505123007036201,-0.00484543125990009
1788014247.7117832,0.0014581949875387132,-0.0048711016542088495
1788014247.7253542,0.0015119003054156622,-0.005050551468261368
1788014247.7443666,0.0015890860717957178,-0.005308435786764394
