t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,predicted_spoofed
1788014294.0407624,0.0,0.0,8.00558775730168,5.5120120077715296,1,5.880533095464125,-19.9041213998657,25.504817088358248,0.13981581303120705,10.20599335759477,1
1788014294.1413023,0.0,0.0,8.044640567627233,5.595995034400879,1,5.905236806602218,-19.988933842963352,25.674221197778795,0.13452880381886123,10.172521045300751,1
1788014294.2435367,0.0,0.0,8.114332697921759,5.678254569865309,1,5.930677040955939,-20.076284594752785,25.846946427190314,0.15318356994754767,10.157703499135419,1
1788014294.3436885,0.0,0.0,8.196026370983422,5.711716674685253,1,5.955784097316147,-20.162500743526547,25.971018702577318,0.1274729385638076,10.117175321586346,1
1788014294.4556215,0.0,0.0,8.081406134310162,5.710351557802131,1,5.9836055703801465,-20.2580482137954,26.05299510427797,0.1204294931942671,10.069603698667734,1
1788014294.5456228,0.0,0.0,8.145642658753497,5.718758814658012,1,6.005835679013961,-20.334401196654955,26.140885992743613,0.12021122543808982,10.021813807992944,1
1788014294.6455748,0.0,0.0,8.328929962523542,5.810947558477723,1,6.030988606139001,-20.42080147519072,26.332208259900035,0.1389381770127005,9.992750868892765,1
1788014294.7405682,0.0,0.0,8.265110418959,5.761076568907433,1,6.054772749745145,-20.502509124094495,26.356432347068548,0.07779154816133071,9.902541300941216,1
1788014294.841586,0.0,0.0,8.351345482149124,5.785699339897851,1,6.080049359585344,-20.589352540203297,26.472667937977093,0.10758633720659638,9.842126522034933,1
1788014294.9594843,0.0,0.0,8.374095307237036,5.902702007462953,1,6.109712259451457,-20.691279179239537,26.69020917763262,0.15265288569548274,9.826778291617536,1
1788014295.0431335,0.0,0.0,8.506530750414278,5.946327119230682,1,6.13111610037691,-20.764833934133797,26.816575463291123,0.1330390321952708,9.791816207699927,1
1788014295.1391103,0.0,0.0,8.381372442846779,5.964137410783017,1,6.155598894360385,-20.84897787068134,26.905338113211645,0.1583982297420392,9.782213321329086,1
1788014295.2415822,0.0,0.0,8.549902601597678,6.004878844317054,1,6.180703179337569,-20.935267075180445,27.04412261594477,0.12446190367158616,9.738674108887793,1
1788014295.3431127,0.0,0.0,8.677012782511724,5.915963735495496,1,6.2065966143020965,-21.02427890425123,27.05327391523213,0.1102178677971779,9.68089086057209,1
1788014295.4570525,0.0,0.0,8.622647520607226,6.08788286310313,1,6.23545079441635,-21.123480341841383,27.315874426438274,0.1341138940280442,9.647003638487254,1
1788014295.5389757,0.0,0.0,8.613387528744067,6.160328545595169,1,6.256962422494318,-21.19744587820369,27.45907064532278,0.14583981842848726,9.62484234080286,1
1788014295.6459143,0.0,0.0,8.763444463299324,6.165662769328381,1,6.283228142370152,-21.287767089243157,27.565236875421746,0.13228914182812468,9.589130366518106,1
