t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,jump_delta_m,jump_alarm,predicted_spoofed
1790036956.394227,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0
1790036956.4607277,0.0,0.0,0.0,0.0,0,8.586016827513893e-05,-2.569313062186884e-05,8.962201435689553e-05,,0.0,8.962201435689553e-05,0,0
1790036956.4904716,0.0,0.0,0.0,0.0,0,0.0001295268333905,-3.8762790353820136e-05,0.00013520264229734772,,0.0,4.558062798828117e-05,0,0
1790036956.5914848,0.0,0.0,0.0,0.0,0,0.0004441722259027,-0.0001329525551889,0.00046364355726637315,,0.0,0.00032844091527829477,0,0
1790036956.713538,0.0,0.0,0.0,0.0,0,0.0011806822818054,-0.0003536161810309,0.0012324995148299588,,0.0,0.0007688559671456913,0,0
1790036956.7919972,0.0,0.0,0.0,0.0,0,0.0018267408285589,-0.0005470750088924,0.0019069014447733463,,0.0,0.0006744019305360787,0,0
1790036956.891956,0.0,0.0,0.0,0.0,0,0.0028004784349766,-0.0008384680937777,0.002923304330556809,,0.0,0.0010164029004637103,0,0
1790036956.991926,0.0,0.0,0.0,0.0,0,0.0039885393461918,-0.001193753050732,0.0041633511096533845,,0.0,0.0012400468254850344,0,0
1790036957.0924954,0.0,0.0,0.0,0.0,0,0.005398170682019,-0.0016152371455489,0.005634646195509567,,0.0,0.0014712951250954371,0,0
1790036957.2104464,0.0,0.0,0.0,0.0,0,0.0072344100879459,-0.0021639809581175,0.007551125936419584,,0.0,0.0019164798271077879,0,0
1790036957.2933333,0.0,0.0,0.0,0.0,0,0.0088233450013799,-0.0026386976436778,0.009209459390655155,,0.0,0.0016583335281778718,0,0
1790036957.394943,0.0,0.0,0.0,0.0,0,0.0108819665607683,-0.0032534699342898,0.011357916307272524,,0.0,0.002148457049624929,0,0
1790036957.492147,0.0,0.0,0.0,0.0,0,0.0127047079889004,-0.0037975411433399,0.013260125331933667,,0.0,0.0019022091878514009,0,0
1790036957.5919197,0.0,0.0,0.0,0.0,0,0.0154858968143323,-0.0046271471326046,0.016162409805809227,,0.0,0.0029022848550979857,0,0
1790036957.7099698,0.0,0.0,0.0,0.0,0,0.0185277171402177,-0.0055336949484004,0.01933644440454007,,0.0,0.0031740352608775006,0,0
1790036957.7948585,0.0,0.0,0.0,0.0,0,0.0211197624726361,-0.0063056070304368,0.02204098561595788,,0.0,0.0027045419700396185,0,0
1790036957.8929834,0.0,0.0,0.0,0.0,0,0.0241097554716317,-0.0071954948971541,0.025160593310111855,,0.0,0.003119608717351162,0,0
1790036957.9949372,0.0,0.0,0.0,0.0,0,0.027469829650687,-0.0081947207010496,0.02866609475331395,,0.0,0.0035055029162624797,0,0
1790036958.091262,0.0,0.0,0.0,0.0,0,0.0303064771575776,-0.0090378226019204,0.031625382133447115,,0.0,0.002959288747925862,0,0
1790036958.2156136,0.0,0.0,0.0,0.0,0,0.0353444308351165,-0.0105339825269628,0.03688080230874447,,0.0,0.005255423082714713,0,0
1790036958.2933168,0.0,0.0,0.0,0.0,0,0.0385681354010485,-0.0114905078953288,0.040243419834877656,,0.0,0.0033626197984218432,0,0
1790036958.3949249,0.0,0.0,0.0,0.0,0,0.0427256627716893,-0.0127230613285977,0.044579799784783415,,0.0,0.004336383493591213,0,0
1790036958.494763,0.0,0.0,0.0,0.0,0,0.0470730368170142,-0.0140109108429691,0.049113912670704654,,0.0,0.004534117054248954,0,0
1790036958.5908165,0.0,0.0,0.0,0.0,0,0.0507749281360748,-0.0151066728034347,0.05297456833626485,,0.0,0.003860659737938539,0,0
1790036958.710389,0.0,0.0,0.0,0.0,0,0.0569726722830578,-0.0169397728257421,0.05943770933052899,,0.0,0.006463148474485591,0,0
1790036958.7926562,0.0,0.0,0.0,0.0,0,0.0612190069523418,-0.0181947925492387,0.06386561898346171,,0.0,0.004427915156134854,0,0
1790036958.8932028,0.0,0.0,0.0,0.0,0,0.0664472928222301,-0.0197391460055521,0.06931721725828074,,0.0,0.005451605335614521,0,0
1790036958.9940035,0.0,0.0,0.0,0.0,0,0.0719288789878926,-0.0213572613449761,0.07503263453066611,,0.0,0.005715425106084572,0,0
1790036959.0943322,0.0,0.0,0.0,0.0,0,0.0775767093424515,-0.0230235694611221,0.08092113804893204,,0.0,0.005888511734879279,0,0
1790036959.2099154,0.0,0.0,0.0,0.0,0,0.083927875331679,-0.0248959771136987,0.08754254927825475,,0.0,0.006621421285505667,0,0
1790036959.2956622,0.0,0.0,0.0,0.0,0,0.0894328197167855,-0.0265178652507384,0.09328143663104346,,0.0,0.005738896567475815,0,0
1790036959.3967922,0.0,0.0,0.0,0.0,0,0.095710993470569,-0.0283663338923891,0.09982606458043812,,0.0,0.0065446391804179615,0,0
1790036959.497151,0.0,0.0,0.0,0.0,0,0.1021634071510695,-0.0302648189931943,0.10655196398662023,,0.0,0.006725911684098256,0,0
1790036959.591678,0.0,0.0,0.0,0.0,0,0.107542991680457,-0.031846799961687,0.11215932296239377,,0.0,0.005607369569905165,0,0
1790036959.7087996,0.0,0.0,0.0,0.0,0,0.116204524069164,-0.0343925506283133,0.12118720622599569,,0.0,0.009027900629562144,0,0
1790036959.7943013,0.0,0.0,0.0,0.0,0,0.1225649863149331,-0.0362610558923647,0.12781643104393478,,0.0,0.0066292376561443225,0,0
1790036959.8944411,0.0,0.0,0.0,0.0,0,0.1298996397399917,-0.0384147663825268,0.13546073483044355,,0.0,0.007644318788561741,0,0
1790036959.9953408,0.0,0.0,0.0,0.0,0,0.1374764711645453,-0.0406385045513207,0.14335713507190276,,0.0,0.007896416014842058,0,0
1790036960.0965295,0.0,0.0,0.0,0.0,0,0.1452145061969395,-0.0429087655136861,0.15142131609495899,,0.0,0.008064196860183922,0,0
1790036960.2119193,0.0,0.0,0.0,0.0,0,0.1541115275795134,-0.0455178519039641,0.16069299230160078,,0.0,0.009271694627947524,0,0
1790036960.2932694,0.0,0.0,0.0,0.0,0,0.1610247088618491,-0.0475441892738182,0.16789701247415903,,0.0,0.007204034881849469,0,0
1790036960.3941646,0.0,0.0,0.0,0.0,0,0.1694958968081496,-0.0500261496401492,0.17672429001871107,,0.0,0.008827295875951187,0,0
1790036960.4960575,0.0,0.0,0.0,0.0,0,0.1780698718593,-0.0525370508420151,0.1856583447496072,,0.0,0.008934073708184925,0,0
1790036960.595925,0.0,0.0,0.0,0.0,0,0.1867956803547822,-0.0550910304100087,0.19475021907777784,,0.0,0.009091894496393908,0,0
1790036960.7081232,0.0,0.0,0.0,0.0,0,0.1964232490506263,-0.057907658451597,0.20478132159684675,,0.0,0.010031125187029566,0,0
1790036960.7963665,0.0,0.0,0.0,0.0,0,0.2051654581411562,-0.0604641876383498,0.2138896519260249,,0.0,0.009108351182583069,0,0
1790036960.895163,0.0,0.0,0.0,0.0,0,0.2143366818909498,-0.0631451363897692,0.2234446720190588,,0.0,0.009555042191247263,0,0
1790036960.9964905,0.0,0.0,0.0,0.0,0,0.2238859413084222,-0.0659355386684916,0.2333932517770435,,0.0,0.009948602932034473,0,0
