t,gps_x,gps_y,dr_x,dr_y,fused_x,fused_y,predicted_spoofed,is_spoofed
1790036742.3840103,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1790036742.4217718,0.0,0.0,1.3094069130590396e-05,-1.3537056738360722e-05,0.0,0.0,0,0
1790036742.4844568,0.0,0.0,6.212991513406777e-05,-6.439019414551989e-05,0.0,0.0,0,0
1790036742.585921,0.0,0.0,0.0002321399843417,-0.0002407546534122,0.0,0.0,0,0
1790036742.6836655,0.0,0.0,0.0004886489099412,-0.0005069675635353,0.0,0.0,0,0
1790036742.784377,0.0,0.0,0.0008652220208205,-0.0008981670262272,0.0,0.0,0,0
1790036742.884867,0.0,0.0,0.0013536330895337,-0.0014058597836588,0.0,0.0,0,0
1790036742.9857032,0.0,0.0,0.0019506167756965,-0.002026949596807,0.0,0.0,0,0
1790036743.08598,0.0,0.0,0.0026360980862967,-0.0027407999954058,0.0,0.0,0,0
1790036743.184645,0.0,0.0,0.003440162040939,-0.0035787209843583,0.0,0.0,0,0
1790036743.2836072,0.0,0.0,0.0043484946272406,-0.0045255498559697,0.0,0.0,0,0
1790036743.3848064,0.0,0.0,0.005359482639062,-0.0055794874423598,0.0,0.0,0,0
1790036743.484881,0.0,0.0,0.0064850674241954,-0.0067529719357559,0.0,0.0,0,0
1790036743.5849297,0.0,0.0,0.007720858787295,-0.0080418163644108,0.0,0.0,0,0
1790036743.6866534,0.0,0.0,0.0090684816806958,-0.0094475593712009,0.0,0.0,0,0
1790036743.7866054,0.0,0.0,0.0105151964279808,-0.0109568967433841,0.0,0.0,0,0
1790036743.8855195,0.0,0.0,0.0120892310556013,-0.0125990757361446,0.0,0.0,0,0
1790036743.9834328,0.0,0.0,0.013659033933497,-0.0142367433105664,0.0,0.0,0,0
1790036744.0852604,0.0,0.0,0.0154286240174749,-0.0160828666427806,0.0,0.0,0,0
1790036744.185425,0.0,0.0,0.0173145407812395,-0.0180505107379268,0.0,0.0,0,0
1790036744.2843423,0.0,0.0,0.0193384850474684,-0.0201626195033542,0.0,0.0,0,0
1790036744.3834682,0.0,0.0,0.0213147034605727,-0.0222256555093147,0.0,0.0,0,0
1790036744.4845028,0.0,0.0,0.0235171671791291,-0.0245256583735077,0.0,0.0,0,0
1790036744.585524,0.0,0.0,0.0258258603989211,-0.0269373440634558,0.0,0.0,0,0
1790036744.6861567,0.0,0.0,0.0282483323601417,-0.0294681860895297,0.0,0.0,0,0
