t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,jump_delta_m,jump_alarm,predicted_spoofed
1790036648.2660954,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0
1790036648.275533,0.0,0.0,0.0,0.0,0,7.299485304917276e-08,-8.749404685183954e-08,1.1394497271131455e-07,,0.0,1.1394497271131455e-07,0,0
1790036648.366503,0.0,0.0,0.0,0.0,0,5.146826648593648e-05,-6.146033081968612e-05,8.016454777227045e-05,,0.0,8.00506029943762e-05,0,0
1790036648.4689806,0.0,0.0,0.0,0.0,0,0.0001920697694215,-0.000229604211348,0.00029934744060099334,,0.0,0.00021918290806278477,0,0
1790036648.567147,0.0,0.0,0.0,0.0,0,0.0004074259274051,-0.0004872961804945,0.0006351798594464675,,0.0,0.0003358324370040184,0,0
1790036648.669165,0.0,0.0,0.0,0.0,0,0.0006944718530123,-0.0008308014031464,0.001082830608219201,,0.0,0.0004476507582891216,0,0
1790036648.7709467,0.0,0.0,0.0,0.0,0,0.0011064148885103,-0.0013233848612886,0.0017249641725569568,,0.0,0.0006421335746794705,0,0
1790036648.8714266,0.0,0.0,0.0,0.0,0,0.0015790888297029,-0.0018879816152136,0.002461299679331436,,0.0,0.0007363356226784036,0,0
1790036648.969717,0.0,0.0,0.0,0.0,0,0.0021275981475066,-0.0025423473700679,0.0033151476629804414,,0.0,0.0008538483547114897,0,0
1790036649.0708375,0.0,0.0,0.0,0.0,0,0.0027644852635725,-0.0033018972617101,0.004306379488549304,,0.0,0.0009912321809265562,0,0
1790036649.1718187,0.0,0.0,0.0,0.0,0,0.0034926483301699,-0.0041699422012062,0.005439394297128955,,0.0,0.0011330152110811747,0,0
1790036649.271939,0.0,0.0,0.0,0.0,0,0.0043034072334824,-0.0051364596311603,0.006700935110842967,,0.0,0.0012615410979058765,0,0
1790036649.367227,0.0,0.0,0.0,0.0,0,0.0051717039620458,-0.0061713948542138,0.008051871603401086,,0.0,0.001350936758235078,0,0
1790036649.4696202,0.0,0.0,0.0,0.0,0,0.0061408149986611,-0.0073261943293885,0.009559431583506696,,0.0,0.0015075602903875333,0,0
1790036649.569533,0.0,0.0,0.0,0.0,0,0.0072033047741988,-0.0085914581575446,0.01121163471322692,,0.0,0.0016522037035312514,0,0
1790036649.6697333,0.0,0.0,0.0,0.0,0,0.0083160284891898,-0.0099157070249598,0.012941312747857286,,0.0,0.0017296789091486913,0,0
1790036649.769737,0.0,0.0,0.0,0.0,0,0.0095505471193601,-0.0113836244303817,0.014859335632897609,,0.0,0.0019180244412879929,0,0
1790036649.8696542,0.0,0.0,0.0,0.0,0,0.0108511701036778,-0.0129286263517399,0.016878900200008713,,0.0,0.00201956705368651,0,0
1790036649.9706306,0.0,0.0,0.0,0.0,0,0.01225484043312,-0.0145942970106001,0.019057140899800363,,0.0,0.00217824450820934,0,0
1790036650.0683606,0.0,0.0,0.0,0.0,0,0.0136953974428366,-0.016302257451888,0.021291489124645395,,0.0,0.002234353008646573,0,0
1790036650.1716187,0.0,0.0,0.0,0.0,0,0.0152984541794577,-0.0182008360287183,0.023776314525705132,,0.0,0.0024848322907643603,0,0
1790036650.2680628,0.0,0.0,0.0,0.0,0,0.0169250313533098,-0.0201258190037157,0.026296487919127982,,0.0,0.0025201810959783297,0,0
1790036650.3694675,0.0,0.0,0.0,0.0,0,0.0186070586481956,-0.022115035413403,0.028901512466884143,,0.0,0.002605033156278451,0,0
1790036650.4694655,0.0,0.0,0.0,0.0,0,0.0204249718501981,-0.024263460342506,0.03171584750363367,,0.0,0.0028143450545386585,0,0
1790036650.5695004,0.0,0.0,0.0,0.0,0,0.0222809937914294,-0.0264558654412245,0.034588372332011987,,0.0,0.002872535041251696,0,0
1790036650.669376,0.0,0.0,0.0,0.0,0,0.0242694321188304,-0.0288034843669625,0.03766491798807439,,0.0,0.003076556777041589,0,0
1790036650.7702422,0.0,0.0,0.0,0.0,0,0.026365572074382,-0.0312769711670321,0.0409071181604472,,0.0,0.003242212155824847,0,0
1790036650.870611,0.0,0.0,0.0,0.0,0,0.0285375072850703,-0.0338383283734143,0.04426535653479429,,0.0,0.0033582515239501754,0,0
1790036650.9716575,0.0,0.0,0.0,0.0,0,0.030758517775189,-0.0364560327836856,0.04769830963516188,,0.0,0.003432967226288524,0,0
1790036651.0726786,0.0,0.0,0.0,0.0,0,0.0330808113376527,-0.0391915292569297,0.051286606870158104,,0.0,0.003588312743531597,0,0
1790036651.1717606,0.0,0.0,0.0,0.0,0,0.0354239565346604,-0.0419499320826853,0.05490586032757722,,0.0,0.003619270031842983,0,0
1790036651.2687497,0.0,0.0,0.0,0.0,0,0.037928450351191,-0.0448967601399958,0.05877317770132118,,0.0,0.003867335630171296,0,0
1790036651.3690274,0.0,0.0,0.0,0.0,0,0.0404954657833282,-0.0479157621812419,0.06273597862804116,,0.0,0.003962819899248341,0,0
1790036651.4687223,0.0,0.0,0.0,0.0,0,0.0431513371574453,-0.0510379998081721,0.06683498577013759,,0.0,0.004099026781429144,0,0
1790036651.6300025,0.0,0.0,0.0,0.0,0,0.0475557544141861,-0.0562121832384258,0.07362988063505699,,0.0,0.006794929399293868,0,0
1790036652.0497358,0.0,0.0,0.0,0.0,0,0.0608274416135643,-0.071761199276662,0.09407256441107772,,0.0,0.020442836908694098,0,0
1790036652.0601604,0.0,0.0,0.0,0.0,0,0.0609747173835266,-0.071933744561222,0.0942994155156864,,0.0,0.00022685243582972134,0,0
1790036652.1516843,0.0,0.0,0.0,0.0,0,0.0638461770169395,-0.0752972889279071,0.09872191266163301,,0.0,0.004422523163645258,0,0
1790036652.2481525,0.0,0.0,0.0,0.0,0,0.0673410189419544,-0.0793898038204177,0.10410357238243591,,0.0,0.005381691019211616,0,0
1790036652.3489754,0.0,0.0,0.0,0.0,0,0.0705617231233664,-0.0831602688287372,0.10906230825453155,,0.0,0.004958764140703449,0,0
1790036652.448084,0.0,0.0,0.0,0.0,0,0.0741559528818847,-0.0873668136461579,0.11459522448384482,,0.0,0.005532947393386963,0,0
1790036652.5473557,0.0,0.0,0.0,0.0,0,0.0776746970219152,-0.0914843630263723,0.12001144626987627,,0.0,0.005416250845511405,0,0
1790036652.6463916,0.0,0.0,0.0,0.0,0,0.0812814491299393,-0.0957043393490681,0.1255627115942647,,0.0,0.005551293626971042,0,0
1790036652.749579,0.0,0.0,0.0,0.0,0,0.0849975545111353,-0.1000520944373914,0.1312821612946028,,0.0,0.0057194766816724635,0,0
1790036652.8498707,0.0,0.0,0.0,0.0,0,0.0888616709201893,-0.1045730527276386,0.1372294425970808,,0.0,0.005947306910264118,0,0
1790036652.9516068,0.0,0.0,0.0,0.0,0,0.0928042738124221,-0.1091864167338749,0.14329796522293822,,0.0,0.006068545544022801,0,0
1790036653.0524497,0.0,0.0,0.0,0.0,0,0.0967906652982631,-0.1138511456443731,0.1494339862729247,,0.0,0.0061360421190555245,0,0
1790036653.1542716,0.0,0.0,0.0,0.0,0,0.1007058849464117,-0.11843251054847,0.1554603962996794,,0.0,0.00602642923112348,0,0
1790036653.248114,0.0,0.0,0.0,0.0,0,0.1049612864804668,-0.1234121929300504,0.16201062009460554,,0.0,0.0065502426548533985,0,0
1790036653.349941,0.0,0.0,0.0,0.0,0,0.1091119338057009,-0.1282702638469782,0.168400340516856,,0.0,0.006389736008034504,0,0
1790036653.451861,0.0,0.0,0.0,0.0,0,0.1134747533233053,-0.1333779241614553,0.17511764701309776,,0.0,0.006717320003637918,0,0
1790036653.551844,0.0,0.0,0.0,0.0,0,0.1178231333816538,-0.1384699493663355,0.18181368935640269,,0.0,0.006696053301682877,0,0
1790036653.6535046,0.0,0.0,0.0,0.0,0,0.122144389017595,-0.1435311009397945,0.1884686411726658,,0.0,0.006654960970635363,0,0
1790036653.7480474,0.0,0.0,0.0,0.0,0,0.1268160171427136,-0.1490037941725861,0.1956640817364481,,0.0,0.00719544860030577,0,0
1790036653.8485956,0.0,0.0,0.0,0.0,0,0.1315085118869814,-0.1545018506352472,0.20289236197660218,,0.0,0.007228286919567493,0,0
1790036653.9483635,0.0,0.0,0.0,0.0,0,0.1361545559387256,-0.1599465346526197,0.2100498918120484,,0.0,0.007157535146946835,0,0
1790036654.0522182,0.0,0.0,0.0,0.0,0,0.1411402108358288,-0.1657899883757755,0.2177312089720304,,0.0,0.007681321902359798,0,0
1790036654.1582642,0.0,0.0,0.0,0.0,0,0.1458580635672534,-0.1713202149932598,0.22500042393943548,,0.0,0.007269218722541122,0,0
1790036654.2508166,0.0,0.0,0.0,0.0,0,0.1509166289441474,-0.1772501521927106,0.23279485678211306,,0.0,0.007794436404368246,0,0
1790036654.3484216,0.0,0.0,0.0,0.0,0,0.1557976214483846,-0.1829723038528419,0.24031596456788062,,0.0,0.007521110785513229,0,0
1790036654.4515653,0.0,0.0,0.0,0.0,0,0.1609207667686832,-0.1889790157582424,0.248210720103655,,0.0,0.00789475812722451,0,0
1790036654.5475056,0.0,0.0,0.0,0.0,0,0.166047636609689,-0.1949908647790245,0.2561118017017864,,0.0,0.007901083660821047,0,0
1790036654.653679,0.0,0.0,0.0,0.0,0,0.1712302570399407,-0.2010686185979975,0.2640992054340019,,0.0,0.007987405461606607,0,0
