t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed
1790036456.5325067,0.0,0.0,0.0,0.0,0
1790036456.5376987,0.0,0.0,0.0,0.0,0
1790036456.6477697,0.0,0.0,0.0,0.0,0
1790036456.9022057,0.0,0.0,0.0,0.0,0
1790036457.1495078,0.0,0.0,0.0,0.0,0
1790036457.4028437,0.0,0.0,0.0,0.0,0
1790036457.790686,0.0,0.0,0.0,0.0,0
1790036457.7977452,0.0,0.0,0.0,0.0,0
1790036457.8828063,0.0,0.0,0.0,0.0,0
1790036457.9865274,0.0,0.0,0.0,0.0,0
1790036458.08296,0.0,0.0,0.0,0.0,0
1790036458.1818202,0.0,0.0,0.0,0.0,0
1790036458.2865806,0.0,0.0,0.0,0.0,0
1790036458.385811,0.0,0.0,0.0,0.0,0
1790036458.4832532,0.0,0.0,0.0,0.0,0
1790036458.5827377,0.0,0.0,0.0,0.0,0
1790036458.6837313,0.0,0.0,0.0,0.0,0
1790036458.7850325,0.0,0.0,0.0,0.0,0
1790036458.8851523,0.0,0.0,0.0,0.0,0
1790036458.980724,0.0,0.0,0.0,0.0,0
1790036459.080523,0.0,0.0,0.0,0.0,0
1790036459.1806114,0.0,0.0,0.0,0.0,0
1790036459.2804484,0.0,0.0,0.0,0.0,0
1790036459.3807106,0.0,0.0,0.0,0.0,0
1790036459.4873345,0.0,0.0,0.0,0.0,0
1790036459.5858464,0.0,0.0,0.0,0.0,0
1790036459.6879542,0.0,0.0,0.0,0.0,0
1790036459.786051,0.0,0.0,0.0,0.0,0
1790036459.8867009,0.0,0.0,0.0,0.0,0
1790036459.9867074,0.0,0.0,0.0,0.0,0
1790036460.0831797,0.0,0.0,0.0,0.0,0
1790036460.1866703,0.0,0.0,0.0,0.0,0
1790036460.2872198,0.0,0.0,0.0,0.0,0
1790036460.3824935,0.0,0.0,0.0,0.0,0
1790036460.487245,0.0,0.0,0.0,0.0,0
1790036460.5872552,0.0,0.0,0.0,0.0,0
1790036460.6807327,0.0,0.0,0.0,0.0,0
1790036460.781382,0.0,0.0,0.0,0.0,0
1790036460.8817527,0.0,0.0,0.0,0.0,0
1790036460.9830422,0.0,0.0,0.0,0.0,0
1790036461.0841956,0.0,0.0,0.0,0.0,0
1790036461.1822815,0.0,0.0,0.0,0.0,0
1790036461.283287,0.0,0.0,0.0,0.0,0
1790036461.3845358,0.0,0.0,0.0,0.0,0
1790036461.484628,0.0,0.0,0.0,0.0,0
1790036461.5869849,0.0,0.0,0.0,0.0,0
1790036461.6870875,0.0,0.0,0.0,0.0,0
1790036461.78794,0.0,0.0,0.0,0.0,0
1790036461.8884263,0.0,0.0,0.0,0.0,0
1790036461.9885962,0.0,0.0,0.0,0.0,0
1790036462.0883062,0.0,0.0,0.0,0.0,0
1790036462.1832092,0.0,0.0,0.0,0.0,0
1790036462.2835476,0.0,0.0,0.0,0.0,0
1790036462.3862178,0.0,0.0,0.0,0.0,0
1790036462.4869573,0.0,0.0,0.0,0.0,0
1790036462.5882182,0.0,0.0,0.0,0.0,0
1790036462.6881323,0.0,0.0,0.0,0.0,0
1790036462.78326,0.0,0.0,0.0,0.0,0
1790036462.8837063,0.0,0.0,0.0,0.0,0
1790036462.9853678,0.0,0.0,0.0,0.0,0
1790036463.082564,0.0,0.0,0.0,0.0,0
1790036463.1852098,0.0,0.0,0.0,0.0,0
1790036463.2815676,0.0,0.0,0.0,0.0,0
1790036463.381556,0.0,0.0,0.0,0.0,0
