t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,jump_delta_m,jump_alarm,predicted_spoofed
1790037462.4219477,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0
1790037462.427342,0.0,0.0,0.0,0.0,0,3.0872338260127692e-09,-5.50167151812913e-08,5.510326634634109e-08,,0.0,5.510326634634109e-08,0,0
1790037462.521452,0.0,0.0,0.0,0.0,0,6.887079912988006e-06,-0.0001194149584717,0.00011961339463674508,,0.0,0.00011955829143696515,0,0
1790037462.620162,0.0,0.0,0.0,0.0,0,2.461976442512293e-05,-0.0004244580458138,0.000425171454188094,,0.0,0.0003055580685159647,0,0
1790037462.7221508,0.0,0.0,0.0,0.0,0,5.4329051993292654e-05,-0.0009339319080283,0.0009355107988280366,,0.0,0.0005103393557698324,0,0
1790037462.8223712,0.0,0.0,0.0,0.0,0,9.482967307640784e-05,-0.0016301242270778,0.0016328801739875997,,0.0,0.0006973693751604231,0,0
1790037462.9216523,0.0,0.0,0.0,0.0,0,0.0001455829191727,-0.0025030363547471,0.0025072665154587167,,0.0,0.000874386341739997,0,0
1790037463.0247295,0.0,0.0,0.0,0.0,0,0.0002078418233463,-0.0035737746872575,0.003579813366477973,,0.0,0.0010725468511240195,0,0
1790037463.1235802,0.0,0.0,0.0,0.0,0,0.0002828635023267,-0.0048609385097473,0.004869161627682206,,0.0,0.0012893482687945845,0,0
1790037463.22389,0.0,0.0,0.0,0.0,0,0.0003675280472395,-0.0063102621083147,0.006320955998987808,,0.0,0.0014517943995379125,0,0
1790037463.321152,0.0,0.0,0.0,0.0,0,0.0004617991376441,-0.0079211552091301,0.007934605112458826,,0.0,0.001613649162842012,0,0
1790037463.4204562,0.0,0.0,0.0,0.0,0,0.000568133601679,-0.0097334042908647,0.00974997101938155,,0.0,0.0018153660106131465,0,0
1790037463.5249743,0.0,0.0,0.0,0.0,0,0.0006877684217663,-0.0117659459243525,0.011786030243333254,,0.0,0.002036059424977223,0,0
1790037463.6247606,0.0,0.0,0.0,0.0,0,0.0008178087747654,-0.0139675164556309,0.01399143763629754,,0.0,0.0022054077395351605,0,0
1790037463.7253675,0.0,0.0,0.0,0.0,0,0.0009616118902847,-0.0163910633054796,0.01641924644165428,,0.0,0.002427809438453648,0,0
1790037463.8252156,0.0,0.0,0.0,0.0,0,0.0011173262947262,-0.0190010659429875,0.019033888856947918,,0.0,0.0026146435213139038,0,0
1790037463.924162,0.0,0.0,0.0,0.0,0,0.0012874444417564,-0.0218388484332835,0.021876764250741896,,0.0,0.002842877001591794,0,0
1790037464.024325,0.0,0.0,0.0,0.0,0,0.001465553361963,-0.0247959286139582,0.024839201325430573,,0.0,0.002962439194717128,0,0
1790037464.1245484,0.0,0.0,0.0,0.0,0,0.0016607859732748,-0.0280195122620975,0.028068688559582874,,0.0,0.003229490255298924,0,0
1790037464.2244165,0.0,0.0,0.0,0.0,0,0.001862445152349,-0.031331271892074,0.031386578346812105,,0.0,0.003317893649779474,0,0
1790037464.3243637,0.0,0.0,0.0,0.0,0,0.0020798853853301,-0.0348801576740122,0.03494211388253524,,0.0,0.00355554082358254,0,0
