t,dr_x,dr_y
1790036648.2713811,0.0,0.0
1790036648.2719636,2.81837873967445e-09,-3.370045643957048e-09
1790036648.2727482,1.1737220159017105e-08,-1.404369887661321e-08
1790036648.273314,2.083066416612357e-08,-2.4939789596042532e-08
1790036648.273913,3.344025388293885e-08,-4.0059735960398375e-08
1790036648.2746854,5.4676785207667393e-08,-6.552632371016125e-08
1790036648.2752538,7.299485304917275e-08,-8.749404685183953e-08
1790036648.2765152,1.2688298243033877e-07,-1.521213980238529e-07
1790036648.2930224,3.0995625045173324e-06,-3.7098510271816316e-06
1790036648.3118894,9.459852871658813e-06,-1.1311521244215009e-05
1790036648.333139,2.0379205047656276e-05,-2.435202893924082e-05
1790036648.354176,3.487633039397703e-05,-4.165476790206212e-05
1790036648.3736672,5.1468266485936476e-05,-6.146033081968612e-05
1790036648.4027054,8.320248176002813e-05,-9.936590235561232e-05
1790036648.414377,9.709035245719247e-05,-0.00011596138171505699
1790036648.4295945,0.00011712187022228747,-0.00013991515783510285
1790036648.4511237,0.00014931231772976358,-0.00017843015305130116
1790036648.4762204,0.00019206976942159665,-0.00022960421134809599
1790036648.492563,0.00022212982838891188,-0.00026558135720229333
1790036648.5137384,0.0002648017529658491,-0.0003166522376789585
1790036648.5333672,0.0003075578589098499,-0.00036781453012619245
1790036648.5539997,0.0003560403878530889,-0.00042582032469658156
1790036648.5743957,0.00040742592740512036,-0.00048729618049450304
1790036648.5940568,0.00046017733580334567,-0.0005504070723408962
1790036648.614244,0.0005177359402929249,-0.0006192714688595773
1790036648.660525,0.0006675526694915536,-0.0007985851913627507
1790036648.6686697,0.0006944718530123959,-0.0008308014031464496
1790036648.6764977,0.0007208565196019486,-0.0008623751915384302
1790036648.695385,0.0007874967541276551,-0.0009421025650526378
1790036648.7121053,0.0008488258097174928,-0.0010154622501588686
1790036648.7327957,0.000928296516562281,-0.0011104926791335875
1790036648.753863,0.0010129255997569416,-0.0012116591554213396
1790036648.7761064,0.0011064148885103439,-0.0013233848612886794
1790036648.7925568,0.0011778225672528862,-0.0014087098011612792
1790036648.8142548,0.0012759522333064192,-0.001525950652261316
1790036648.8349545,0.001373148920962634,-0.001642063632940662
1790036648.8513875,0.001452568842053673,-0.0017369228945419896
1790036648.8764768,0.0015790888297029589,-0.0018879816152136515
1790036648.9020536,0.0017135286372034202,-0.002048436236276315
1790036648.9148784,0.0017823125497223385,-0.002130514672335698
1790036648.9353971,0.001895870977803539,-0.0022659884432263376
1790036648.955763,0.002012037969351775,-0.00240454275274608
1790036648.975456,0.002127598147506622,-0.0025423473700679016
1790036648.9917932,0.0022256867821077164,-0.0026593129233965208
1790036649.0122907,0.0023522472496728553,-0.0028102413123474623
1790036649.0310738,0.002471156947010596,-0.0029520622643663353
1790036649.05044,0.002596882032213681,-0.003102012082605725
1790036649.0754545,0.002764485263572506,-0.0033018972617101026
1790036649.09172,0.0028756732111472148,-0.0034344904109330048
1790036649.111617,0.0030149873175077486,-0.0036005980495026194
1790036649.151744,0.0033093711494234287,-0.00395149435970708
1790036649.153474,0.0033220894707482254,-0.003966654014581621
1790036649.1760976,0.0034926483301699835,-0.004169942201206259
1790036649.193015,0.0036225682565862332,-0.00432479549855923
1790036649.213344,0.003782119079208483,-0.004514983770964094
1790036649.233305,0.003942089833531542,-0.004705694320479421
1790036649.2530663,0.0041037039030340184,-0.004898377239927897
1790036649.2769067,0.0043034072334824335,-0.005136459631160337
1790036649.293971,0.004448769948432128,-0.005309751438314052
1790036649.3136203,0.004619359830082418,-0.005513104005835115
1790036649.3342674,0.004802154871608459,-0.005730978862743624
1790036649.3543854,0.004983628333034228,-0.005947259888149205
1790036649.3748496,0.005171703962045836,-0.006171394854213873
1790036649.401774,0.005425172853678155,-0.006473450484618721
1790036649.4151132,0.005552231599889179,-0.006624863595995111
1790036649.4296658,0.0056926108819883485,-0.006792151748736868
1790036649.4515028,0.00590723000079356,-0.007047893822241252
1790036649.474809,0.006140814998661113,-0.0073261943293885835
1790036649.490861,0.006303843640014342,-0.007520409294460686
1790036649.5114875,0.006516882358738541,-0.007774161440649718
1790036649.5305164,0.0067164412858622515,-0.008011818865817158
1790036649.5511537,0.006936420614910209,-0.008273747064579003
1790036649.5757184,0.007203304774198839,-0.008591458157544685
1790036649.591076,0.007372127822573374,-0.008792408006747118
1790036649.61066,0.007590619342918285,-0.00905245168210183
1790036649.6500618,0.00804315489540291,-0.009591009852387781
1790036649.6531572,0.00807878580913075,-0.009633413191448906
1790036649.673468,0.008316028489189872,-0.009915707024959804
1790036649.691165,0.00852535503609405,-0.010164737919942464
1790036649.7100675,0.008751931789699767,-0.010434228706283378
1790036649.730501,0.009000350324319374,-0.010729625937191841
1790036649.750904,0.009251881446509444,-0.0110286544010602
1790036649.7747452,0.009550547119360127,-0.011383624430381744
1790036649.791476,0.009762481133962084,-0.011635468473745428
1790036649.8103292,0.010004273592411786,-0.01192274608344912
1790036649.830549,0.010267011774106048,-0.01223487095828736
1790036649.8516812,0.010545339399871225,-0.012565457361094278
1790036649.874569,0.01085117010367785,-0.01292862635173997
1790036649.9008896,0.01120866937704648,-0.013353024019764619
1790036649.911502,0.011353751097109994,-0.013525234926518004
1790036649.9325354,0.011645002092355286,-0.013870862269842297
1790036649.9512737,0.011907405992393386,-0.014182189323556525
1790036649.975727,0.012254840433120088,-0.014594297010600154
1790036649.9920218,0.0124885770392437,-0.014871499630719614
1790036650.0121346,0.012780456575760355,-0.015217616676378524
1790036650.0321684,0.013074541138069447,-0.015566311859677896
1790036650.053544,0.013392138331381448,-0.01594282184093706
1790036650.0737252,0.01369539744283663,-0.016302257451888034
