t,dr_x,dr_y
1790035875.4891927,0.0,0.0
1790035875.4896193,4.986536444455456e-10,-4.437800087501699e-09
1790035875.4900331,1.452359843193941e-09,-1.2925403735982151e-08
1790035875.4903364,2.4032097049647537e-09,-2.139225993379727e-08
1790035875.4906962,3.885948790086023e-09,-3.4600164388926445e-08
1790035875.4911168,6.103117564542856e-09,-5.436667582190452e-08
1790035875.4914498,8.162479005048632e-09,-7.273437978881642e-08
1790035875.4929314,2.3306799710321883e-08,-2.0808506800183103e-07
1790035875.5128522,1.3081265332197473e-06,-1.1721882603049889e-05
1790035875.5329075,3.701062284143242e-06,-3.3128589650664936e-05
1790035875.5516367,6.893282616358023e-06,-6.167983128119579e-05
1790035875.5762138,1.273400622181656e-05,-0.00011389557383151687
1790035875.5967798,1.877517473474902e-05,-0.0001679215216293272
1790035875.6187851,2.6560758673223335e-05,-0.00023756442545333175
1790035875.6365438,3.370606318366896e-05,-0.0003014844830002316
1790035875.6568637,4.3009223135970185e-05,-0.00038474916138500734
1790035875.676721,5.3180166328324346e-05,-0.00047578110079180653
1790035875.6969414,6.465175327764999e-05,-0.00057848361522542
1790035875.716962,7.710318362210634e-05,-0.0006899723785319084
1790035875.736393,9.021785660924722e-05,-0.0008074115776742559
1790035875.7559526,0.0001044666454948509,-0.0009349849068573351
1790035875.775453,0.00011971324265947803,-0.0010714755034553838
1790035875.7956092,0.0001365876421735582,-0.0012224949471351812
1790035875.8153138,0.00015415409609589398,-0.0013796398080219434
1790035875.83432,0.00017208796483120248,-0.0015400721498910121
1790035875.8720574,0.00021159177464162454,-0.0018935424340409935
1790035875.8763778,0.00021616540527404364,-0.0019344675971502696
1790035875.8946834,0.00023645784467923997,-0.002116079383324678
1790035875.914876,0.00025995190873831416,-0.0023263916158419314
1790035875.9335816,0.0002826695541546672,-0.0025297763442176328
1790035875.952376,0.0003064540819440511,-0.002742759350803593
1790035875.9775903,0.0003400944983686967,-0.003044038874570095
