t,x_m,y_m
1790035230.0771458,0.0,0.0
1790035230.0830128,0.0,0.0
1790035230.1320338,0.0,0.0
1790035230.2320423,0.0,0.0
1790035230.3307414,0.0,0.0
1790035230.431264,0.0,0.0
1790035230.5319731,0.0,0.0
1790035230.627368,0.0,0.0
1790035230.7315547,0.0,0.0
1790035230.82892,0.0,0.0
1790035230.9277806,0.0,0.0
1790035231.02857,0.0,0.0
1790035231.1265695,0.0,0.0
1790035231.2263424,0.0,0.0
1790035231.3270924,0.0,0.0
1790035231.4276204,0.0,0.0
1790035231.5256245,0.0,0.0
1790035231.6274962,0.0,0.0
1790035231.7269378,0.0,0.0
1790035231.830515,0.0,0.0
1790035231.9316213,0.0,0.0
1790035232.026219,0.0,0.0
1790035232.131008,0.0,0.0
1790035232.2306895,0.0,0.0
1790035232.3308983,0.0,0.0
1790035232.4293172,0.0,0.0
1790035232.529988,0.0,0.0
1790035232.630232,0.0,0.0
1790035232.73165,0.0,0.0
1790035232.830479,0.0,0.0
1790035232.9310882,0.0,0.0
1790035233.026311,0.0,0.0
1790035233.130699,0.0,0.0
1790035233.2300105,0.0,0.0
1790035233.330592,0.0,0.0
1790035233.428513,0.0,0.0
1790035233.5315418,0.0,0.0
1790035233.6294365,0.0,0.0
1790035233.730723,0.0,0.0
1790035233.828607,0.0,0.0
1790035233.9311786,0.0,0.0
1790035234.0331893,0.0,0.0
1790035234.130259,0.0,0.0
1790035234.230439,0.0,0.0
1790035234.330252,0.0,0.0
1790035234.4319026,0.0,0.0
1790035234.5281177,0.0,0.0
1790035234.6311834,0.0,0.0
1790035234.7315629,0.0,0.0
1790035234.8333066,0.0,0.0
1790035234.9273207,0.0,0.0
1790035235.027238,0.0,0.0
1790035235.1250489,0.0,0.0
1790035235.2292535,0.0,0.0
1790035235.32733,0.0,0.0
1790035235.4289196,0.0,0.0
1790035235.5272057,0.0,0.0
1790035235.6284208,0.0,0.0
1790035235.7268353,0.0,0.0
1790035235.829158,0.0,0.0
1790035235.9293258,0.0,0.0
1790035236.0317557,0.0,0.0
1790035236.1336362,0.0,0.0
1790035236.2344792,0.0,0.0
1790035236.3337357,0.0,0.0
1790035236.4347043,0.0,0.0
1790035236.532661,0.0,0.0
1790035236.63318,0.0,0.0
1790035236.73325,0.0,0.0
1790035236.828467,0.0,0.0
1790035236.9330869,0.0,0.0
1790035237.0310311,0.0,0.0
1790035237.1307075,0.0,0.0
1790035237.2303116,0.0,0.0
1790035237.3280787,0.0,0.0
1790035237.4307282,0.0,0.0
1790035237.5280938,0.0,0.0
1790035237.628493,0.0,0.0
1790035237.7247777,0.0,0.0
1790035237.8245792,0.0,0.0
1790035237.929237,0.0,0.0
1790035238.0285988,0.0,0.0
1790035238.1310358,0.0,0.0
1790035238.2307386,0.0,0.0
1790035238.3331945,0.0,0.0
1790035238.4278922,0.0,0.0
1790035238.5281236,0.0,0.0
1790035238.630899,0.0,0.0
1790035238.7312248,0.0,0.0
1790035238.828068,0.0,0.0
1790035238.9282775,0.0,0.0
1790035239.029941,0.0,0.0
1790035239.1303084,0.0,0.0
1790035239.2289286,0.0,0.0
1790035239.3294322,0.0,0.0
1790035239.4289825,0.0,0.0
1790035239.5282447,0.0,0.0
1790035239.6268451,0.0,0.0
1790035239.7295885,0.0,0.0
1790035239.8290114,0.0,0.0
1790035239.9265842,0.0,0.0
1790035240.0262833,0.0,0.0
1790035240.1292272,0.0,0.0
1790035240.2288787,0.0,0.0
1790035240.3321798,0.0,0.0
1790035240.429677,0.0,0.0
1790035240.532752,0.0,0.0
1790035240.6283393,0.0,0.0
1790035240.7275453,0.0,0.0
1790035240.8319886,0.0,0.0
1790035240.9304073,0.0,0.0
1790035241.0308928,0.0,0.0
1790035241.130596,0.0,0.0
1790035241.2318192,0.0,0.0
1790035241.3294446,0.0,0.0
1790035241.4301534,0.0,0.0
1790035241.5301225,0.0,0.0
1790035241.6299691,0.0,0.0
1790035241.727931,0.0,0.0
1790035241.8275473,0.0,0.0
1790035241.9300342,0.0,0.0
1790035242.348338,0.0,0.0
1790035242.3522253,0.0,0.0
1790035242.45005,0.0,0.0
1790035242.5489645,0.0,0.0
1790035242.6485994,0.0,0.0
1790035242.752179,0.0,0.0
1790035242.8515306,0.0,0.0
1790035242.9506142,0.0,0.0
1790035243.0497622,0.0,0.0
1790035243.1542172,0.0,0.0
1790035243.2495294,0.0,0.0
1790035243.3506854,0.0,0.0
1790035243.4599254,0.0,0.0
1790035243.5507946,0.0,0.0
1790035243.6541855,0.0,0.0
1790035243.7561266,0.0,0.0
1790035243.8556044,0.0,0.0
1790035243.9482722,0.0,0.0
1790035244.0516016,0.0,0.0
1790035244.1504598,0.0,0.0
1790035244.248074,0.0,0.0
1790035244.3527489,0.0,0.0
1790035244.4512253,0.0,0.0
1790035244.550933,0.0,0.0
1790035244.648203,0.0,0.0
1790035244.7529488,0.0,0.0
1790035244.8511949,0.0,0.0
1790035244.950065,0.0,0.0
1790035245.0545363,0.0,0.0
1790035245.1523163,0.0,0.0
1790035245.2499015,0.0,0.0
1790035245.3504422,0.0,0.0
1790035245.451079,0.0,0.0
1790035245.5531309,0.0,0.0
1790035245.651749,0.0,0.0
1790035245.7516515,0.0,0.0
1790035245.8496156,0.0,0.0
1790035245.9494991,0.0,0.0
1790035246.053187,0.0,0.0
1790035246.1508515,0.0,0.0
1790035246.2505531,0.0,0.0
1790035246.349036,0.0,0.0
1790035246.4479132,0.0,0.0
1790035246.553741,0.0,0.0
1790035246.6508653,0.0,0.0
1790035246.7513006,0.0,0.0
1790035246.8514593,0.0,0.0
1790035246.950428,0.0,0.0
1790035247.0488229,0.0,0.0
1790035247.149792,0.0,0.0
