t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,jump_delta_m,jump_alarm,predicted_spoofed
1789856106.445185,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0
1789856106.4479847,0.0,0.0,0.0,0.0,0,-3.3214920856443877e-09,1.977464864818074e-09,3.865575890677645e-09,,0.0,3.865575890677645e-09,0,0
1789856106.5472806,0.0,0.0,0.0,0.0,0,-3.485665105318999e-05,2.0642803540516203e-05,4.0510633920690494e-05,,0.0,4.050676835518035e-05,0,0
1789856106.6463296,0.0,0.0,0.0,0.0,0,-0.0001496500142996,8.894289022647346e-05,0.0001740860835957573,,0.0,0.00013357551454788228,0,0
1789856106.745476,0.0,0.0,0.0,0.0,0,-0.0003305912077199,0.0001970588958982,0.00038486719147560463,,0.0,0.00021078137052114266,0,0
1789856106.850366,0.0,0.0,0.0,0.0,0,-0.0006335008287198,0.0003790082749769,0.0007382212219176843,,0.0,0.0003533550835086818,0,0
1789856106.949468,0.0,0.0,0.0,0.0,0,-0.0009671114437928,0.0005801857166623,0.0011277943121571154,,0.0,0.00038957464693235356,0,0
1789856107.0486271,0.0,0.0,0.0,0.0,0,-0.0012950229178637,0.0007785395373513,0.0015110288445332166,,0.0,0.0003832364453040375,0,0
1789856107.1478732,0.0,0.0,0.0,0.0,0,-0.0017855507833379,0.001076295229169,0.0020848508388396853,,0.0,0.0005738257913483081,0,0
1789856107.252591,0.0,0.0,0.0,0.0,0,-0.0024245198069443,0.0014656195295848,0.002833079049332298,,0.0,0.0007482344712874221,0,0
1789856107.3518426,0.0,0.0,0.0,0.0,0,-0.0030416163316955,0.0018429751634295,0.0035564009001031903,,0.0,0.0007233293822694773,0,0
1789856107.450928,0.0,0.0,0.0,0.0,0,-0.0036064553681296,0.0021892840685732,0.00421894359469515,,0.0,0.0006625503715655366,0,0
1789856107.5501354,0.0,0.0,0.0,0.0,0,-0.0043553150314739,0.0026496425727215,0.005097977519228651,,0.0,0.0008790453615859643,0,0
1789856107.649233,0.0,0.0,0.0,0.0,0,-0.0051727255705895,0.0031532259444273,0.006058046193719548,,0.0,0.0009600813516134128,0,0
1789856107.748804,0.0,0.0,0.0,0.0,0,-0.0061174308043535,0.0037362782442076,0.007168175134871646,,0.0,0.0011101432173283726,0,0
1789856107.847577,0.0,0.0,0.0,0.0,0,-0.0070827301741243,0.0043327208356085,0.008302863154284,,0.0,0.001134701122814693,0,0
1789856107.952325,0.0,0.0,0.0,0.0,0,-0.0083100557229103,0.0050922131485865,0.00974616134016421,,0.0,0.0014433144411996742,0,0
1789856108.0458598,0.0,0.0,0.0,0.0,0,-0.0092263819130878,0.0056602910671404,0.010824279106291702,,0.0,0.0010781308864668262,0,0
1789856108.1506336,0.0,0.0,0.0,0.0,0,-0.0106202812853685,0.0065262761548146,0.012465257920687001,,0.0,0.0016410014113700882,0,0
1789856108.24981,0.0,0.0,0.0,0.0,0,-0.0118840313925451,0.0073130860014862,0.013953903719179478,,0.0,0.0014886685555247868,0,0
