t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed
1790035514.1052568,0.0,0.0,0.0,0.0,0
1790035514.108738,0.0,0.0,0.0,0.0,0
1790035514.2078035,0.0,0.0,0.0,0.0,0
1790035514.307003,0.0,0.0,0.0,0.0,0
1790035514.4062111,0.0,0.0,0.0,0.0,0
1790035514.5054083,0.0,0.0,0.0,0.0,0
1790035514.6099832,0.0,0.0,0.0,0.0,0
1790035514.7091317,0.0,0.0,0.0,0.0,0
1790035514.8083582,0.0,0.0,0.0,0.0,0
1790035514.9073954,0.0,0.0,0.0,0.0,0
1790035515.0068264,0.0,0.0,0.0,0.0,0
1790035515.107541,0.0,0.0,0.0,0.0,0
1790035515.2057743,0.0,0.0,0.0,0.0,0
1790035515.3104165,0.0,0.0,0.0,0.0,0
1790035515.4096963,0.0,0.0,0.0,0.0,0
1790035515.508926,0.0,0.0,0.0,0.0,0
1790035515.6081116,0.0,0.0,0.0,0.0,0
1790035515.707311,0.0,0.0,0.0,0.0,0
1790035515.8098264,0.0,0.0,0.0,0.0,0
1790035515.9083462,0.0,0.0,0.0,0.0,0
1790035516.0079942,0.0,0.0,0.0,0.0,0
1790035516.1070724,0.0,0.0,0.0,0.0,0
1790035516.206255,0.0,0.0,0.0,0.0,0
1790035516.3056962,0.0,0.0,0.0,0.0,0
1790035516.410252,0.0,0.0,0.0,0.0,0
1790035516.5094633,0.0,0.0,0.0,0.0,0
1790035516.608555,0.0,0.0,0.0,0.0,0
1790035516.7077894,0.0,0.0,0.0,0.0,0
1790035516.8070495,0.0,0.0,0.0,0.0,0
1790035516.9061515,0.0,0.0,0.0,0.0,0
1790035517.005274,0.0,0.0,0.0,0.0,0
1790035517.1099904,0.0,0.0,0.0,0.0,0
1790035517.2092144,0.0,0.0,0.0,0.0,0
1790035517.3083944,0.0,0.0,0.0,0.0,0
1790035517.4076023,0.0,0.0,0.0,0.0,0
1790035517.5067072,0.0,0.0,0.0,0.0,0
1790035517.6058908,0.0,0.0,0.0,0.0,0
1790035517.7051332,0.0,0.0,0.0,0.0,0
1790035517.809863,0.0,0.0,0.0,0.0,0
1790035517.909058,0.0,0.0,0.0,0.0,0
1790035518.008179,0.0,0.0,0.0,0.0,0
1790035518.1073053,0.0,0.0,0.0,0.0,0
1790035518.2065322,0.0,0.0,0.0,0.0,0
1790035518.306084,0.0,0.0,0.0,0.0,0
1790035518.4104314,0.0,0.0,0.0,0.0,0
1790035518.509534,0.0,0.0,0.0,0.0,0
1790035518.6088789,0.0,0.0,0.0,0.0,0
1790035518.7080076,0.0,0.0,0.0,0.0,0
1790035518.8071363,0.0,0.0,0.0,0.0,0
1790035518.9067533,0.0,0.0,0.0,0.0,0
1790035519.005489,0.0,0.0,0.0,0.0,0
1790035519.1101809,0.0,0.0,0.0,0.0,0
1790035519.2093248,0.0,0.0,0.0,0.0,0
1790035519.3085427,0.0,0.0,0.0,0.0,0
1790035519.4076824,0.0,0.0,0.0,0.0,0
1790035519.5075278,0.0,0.0,0.0,0.0,0
1790035519.606418,0.0,0.0,0.0,0.0,0
1790035519.706076,0.0,0.0,0.0,0.0,0
1790035519.805956,0.0,0.0,0.0,0.0,0
1790035519.9098084,0.0,0.0,0.0,0.0,0
1790035520.0091765,0.0,0.0,0.0,0.0,0
1790035520.109538,0.0,0.0,0.0,0.0,0
1790035520.2078185,0.0,0.0,0.0,0.0,0
1790035520.3067749,0.0,0.0,0.0,0.0,0
1790035520.406476,0.0,0.0,0.0,0.0,0
1790035520.510535,0.0,0.0,0.0,0.0,0
1790035520.609772,0.0,0.0,0.0,0.0,0
1790035520.7094123,0.0,0.0,0.0,0.0,0
1790035520.8081524,0.0,0.0,0.0,0.0,0
1790035520.907486,0.0,0.0,0.0,0.0,0
1790035521.0071888,0.0,0.0,0.0,0.0,0
1790035521.1057837,0.0,0.0,0.0,0.0,0
1790035521.20598,0.0,0.0,0.0,0.0,0
1790035521.306415,0.0,0.0,0.0,0.0,0
1790035521.4056578,0.0,0.0,0.0,0.0,0
1790035521.505955,0.0,0.0,0.0,0.0,0
1790035521.6055655,0.0,0.0,0.0,0.0,0
1790035521.710199,0.0,0.0,0.0,0.0,0
1790035521.809434,0.0,0.0,0.0,0.0,0
1790035521.9085186,0.0,0.0,0.0,0.0,0
1790035522.0077138,0.0,0.0,0.0,0.0,0
1790035522.1076896,0.0,0.0,0.0,0.0,0
1790035522.2072575,0.0,0.0,0.0,0.0,0
1790035522.306756,0.0,0.0,0.0,0.0,0
1790035522.405758,0.0,0.0,0.0,0.0,0
1790035522.5070758,0.0,0.0,0.0,0.0,0
1790035522.6061234,0.0,0.0,0.0,0.0,0
1790035522.7106855,0.0,0.0,0.0,0.0,0
1790035522.8099422,0.0,0.0,0.0,0.0,0
1790035522.9090054,0.0,0.0,0.0,0.0,0
1790035523.0081987,0.0,0.0,0.0,0.0,0
1790035523.1076217,0.0,0.0,0.0,0.0,0
1790035523.2067566,0.0,0.0,0.0,0.0,0
1790035523.3060474,0.0,0.0,0.0,0.0,0
1790035523.4103904,0.0,0.0,0.0,0.0,0
1790035523.5096812,0.0,0.0,0.0,0.0,0
1790035523.6092496,0.0,0.0,0.0,0.0,0
1790035523.708261,0.0,0.0,0.0,0.0,0
1790035523.808066,0.0,0.0,0.0,0.0,0
1790035523.9079134,0.0,0.0,0.0,0.0,0
1790035524.0066578,0.0,0.0,0.0,0.0,0
1790035524.1056974,0.0,0.0,0.0,0.0,0
1790035524.210212,0.0,0.0,0.0,0.0,0
1790035524.309417,0.0,0.0,0.0,0.0,0
1790035524.408593,0.0,0.0,0.0,0.0,0
1790035524.508284,0.0,0.0,0.0,0.0,0
1790035524.606939,0.0,0.0,0.0,0.0,0
1790035524.7061422,0.0,0.0,0.0,0.0,0
1790035524.8108368,0.0,0.0,0.0,0.0,0
1790035524.9100342,0.0,0.0,0.0,0.0,0
1790035525.0092394,0.0,0.0,0.0,0.0,0
1790035525.1083472,0.0,0.0,0.0,0.0,0
1790035525.2077415,0.0,0.0,0.0,0.0,0
1790035525.3068874,0.0,0.0,0.0,0.0,0
1790035525.4060826,0.0,0.0,0.0,0.0,0
1790035525.510702,0.0,0.0,0.0,0.0,0
1790035525.6099443,0.0,0.0,0.0,0.0,0
1790035525.709045,0.0,0.0,0.0,0.0,0
1790035525.808488,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035525.9074614,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.0066755,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.1057498,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.2105017,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.3096888,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.4088783,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.5078828,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.6072905,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.706383,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
1790035526.8111744,0.009078179184548,0.0111320001300896,0.009078179184548,0.0111320001300896,0
