t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed
1790035782.513861,0.0,0.0,0.0,0.0,0
1790035782.520718,0.0,0.0,0.0,0.0,0
1790035782.6202016,0.0,0.0,0.0,0.0,0
1790035782.719968,0.0,0.0,0.0,0.0,0
1790035782.8186738,0.0,0.0,0.0,0.0,0
1790035782.9179733,0.0,0.0,0.0,0.0,0
1790035783.0167978,0.0,0.0,0.0,0.0,0
1790035783.121217,0.0,0.0,0.0,0.0,0
1790035783.2210138,0.0,0.0,0.0,0.0,0
1790035783.3196251,0.0,0.0,0.0,0.0,0
1790035783.4188757,0.0,0.0,0.0,0.0,0
1790035783.5185213,0.0,0.0,0.0,0.0,0
1790035783.620938,0.0,0.0,0.0,0.0,0
1790035783.721161,0.0,0.0,0.0,0.0,0
1790035783.8195505,0.0,0.0,0.0,0.0,0
1790035783.9190545,0.0,0.0,0.0,0.0,0
1790035784.0157273,0.0,0.0,0.0,0.0,0
1790035784.1205778,0.0,0.0,0.0,0.0,0
1790035784.2188623,0.0,0.0,0.0,0.0,0
1790035784.319401,0.0,0.0,0.0,0.0,0
1790035784.4200294,0.0,0.0,0.0,0.0,0
1790035784.5167212,0.0,0.0,0.0,0.0,0
1790035784.6203012,0.0,0.0,0.0,0.0,0
1790035784.720011,0.0,0.0,0.0,0.0,0
1790035784.820294,0.0,0.0,0.0,0.0,0
1790035784.9196928,0.0,0.0,0.0,0.0,0
1790035785.0238974,0.0,0.0,0.0,0.0,0
1790035785.1206276,0.0,0.0,0.0,0.0,0
1790035785.2205725,0.0,0.0,0.0,0.0,0
1790035785.3195248,0.0,0.0,0.0,0.0,0
1790035785.420127,0.0,0.0,0.0,0.0,0
1790035785.52021,0.0,0.0,0.0,0.0,0
1790035785.620383,0.0,0.0,0.0,0.0,0
1790035785.7219348,0.0,0.0,0.0,0.0,0
1790035785.8218892,0.0,0.0,0.0,0.0,0
1790035785.922186,0.0,0.0,0.0,0.0,0
1790035786.0219164,0.0,0.0,0.0,0.0,0
1790035786.117698,0.0,0.0,0.0,0.0,0
1790035786.2177343,0.0,0.0,0.0,0.0,0
1790035786.3184252,0.0,0.0,0.0,0.0,0
1790035786.4173446,0.0,0.0,0.0,0.0,0
1790035786.5183516,0.0,0.0,0.0,0.0,0
1790035786.6194549,0.0,0.0,0.0,0.0,0
1790035786.7201989,0.0,0.0,0.0,0.0,0
1790035786.81977,0.0,0.0,0.0,0.0,0
1790035786.9199078,0.0,0.0,0.0,0.0,0
1790035787.022431,0.0,0.0,0.0,0.0,0
1790035787.122234,0.0,0.0,0.0,0.0,0
1790035787.215546,0.0,0.0,0.0,0.0,0
1790035787.3202777,0.0,0.0,0.0,0.0,0
1790035787.41951,0.0,0.0,0.0,0.0,0
1790035787.521323,0.0,0.0,0.0,0.0,0
1790035787.6189592,0.0,0.0,0.0,0.0,0
1790035787.718385,0.0,0.0,0.0,0.0,0
1790035787.8185594,0.0,0.0,0.0,0.0,0
1790035787.9208095,0.0,0.0,0.0,0.0,0
1790035788.0186756,0.0,0.0,0.0,0.0,0
1790035788.1183178,0.0,0.0,0.0,0.0,0
1790035788.2175071,0.0,0.0,0.0,0.0,0
