t,x_m,y_m
1790036360.5170295,0.0,0.0
1790036360.5258443,0.0,0.0
1790036360.621483,0.0,0.0
1790036360.7213988,0.0,0.0
1790036360.8261442,0.0,0.0
1790036360.9210105,0.0,0.0
1790036361.0256495,0.0,0.0
1790036361.121787,0.0,0.0
1790036361.2208807,0.0,0.0
1790036361.3223352,0.0,0.0
1790036361.424335,0.0,0.0
1790036361.5258737,0.0,0.0
1790036361.621133,0.0,0.0
1790036361.724159,0.0,0.0
1790036361.8248923,0.0,0.0
1790036361.9264994,0.0,0.0
1790036362.026414,0.0,0.0
1790036362.1218529,0.0,0.0
1790036362.2223897,0.0,0.0
1790036362.3220112,0.0,0.0
1790036362.4246254,0.0,0.0
1790036362.5253336,0.0,0.0
1790036362.625677,0.0,0.0
1790036362.7257323,0.0,0.0
1790036362.8270326,0.0,0.0
1790036362.922024,0.0,0.0
1790036363.0236852,0.0,0.0
1790036363.1241424,0.0,0.0
1790036363.2259552,0.0,0.0
1790036363.3262906,0.0,0.0
1790036363.423259,0.0,0.0
1790036363.523498,0.0,0.0
1790036363.626042,0.0,0.0
1790036363.723884,0.0,0.0
1790036363.8239875,0.0,0.0
1790036363.925408,0.0,0.0
1790036364.0266886,0.0,0.0
1790036364.125746,0.0,0.0
1790036364.2267454,0.0,0.0
1790036364.3203208,0.0,0.0
1790036364.4195766,0.0,0.0
1790036364.5212796,0.0,0.0
1790036364.6227863,0.0,0.0
1790036364.7237575,0.0,0.0
1790036364.8237677,0.0,0.0
1790036364.9273305,0.0,0.0
1790036365.0218632,0.0,0.0
1790036365.124958,0.0,0.0
1790036365.2248695,0.0,0.0
1790036365.325472,0.0,0.0
1790036365.4264414,0.0,0.0
1790036365.5237267,0.0,0.0
1790036365.6244347,0.0,0.0
1790036365.725736,0.0,0.0
1790036365.8261547,0.0,0.0
1790036365.9224148,0.0,0.0
1790036366.023707,0.0,0.0
1790036366.1250706,0.0,0.0
1790036366.2220552,0.0,0.0
1790036366.320717,0.0,0.0
1790036366.4227471,0.0,0.0
1790036366.8331015,0.0,0.0
1790036366.9079025,0.0,0.0
1790036366.9382734,0.0,0.0
1790036367.0355668,0.0,0.0
1790036367.1485152,0.0,0.0
1790036367.2400055,0.0,0.0
1790036367.3401203,0.0,0.0
1790036367.435992,0.0,0.0
1790036367.5388546,0.0,0.0
1790036367.654595,0.0,0.0
1790036367.736598,0.0,0.0
1790036367.8351538,0.0,0.0
1790036367.9356973,0.0,0.0
1790036368.0380406,0.0,0.0
1790036368.1564236,0.0,0.0
1790036368.2378986,0.0,0.0
1790036368.3355377,0.0,0.0
1790036368.4373417,0.0,0.0
1790036368.5347872,0.0,0.0
1790036368.655585,0.0,0.0
1790036368.7371862,0.0,0.0
1790036368.8391442,0.0,0.0
1790036368.9354217,0.0,0.0
1790036369.038,0.0,0.0
1790036369.155771,0.0,0.0
1790036369.240507,0.0,0.0
1790036369.3371232,0.0,0.0
1790036369.4386916,0.0,0.0
1790036369.53913,0.0,0.0
1790036369.6495056,0.0,0.0
1790036369.7399108,0.0,0.0
1790036369.835828,0.0,0.0
1790036369.9369628,0.0,0.0
1790036370.036781,0.0,0.0
1790036370.1560657,0.0,0.0
1790036370.236193,0.0,0.0
1790036370.3361726,0.0,0.0
1790036370.4386158,0.0,0.0
1790036370.5362127,0.0,0.0
1790036370.6527216,0.0,0.0
1790036370.738968,0.0,0.0
1790036370.839191,0.0,0.0
1790036370.9354024,0.0,0.0
1790036371.0360825,0.0,0.0
1790036371.1454484,0.0,0.0
1790036371.2375982,0.0,0.0
1790036371.33852,0.0,0.0
1790036371.438346,0.0,0.0
1790036371.5369368,0.0,0.0
1790036371.6526413,0.0,0.0
1790036371.7404735,0.0,0.0
1790036371.841003,0.0,0.0
1790036371.936285,0.0,0.0
1790036372.0358832,0.0,0.0
1790036372.159143,0.0,0.0
1790036372.2374454,0.0,0.0
1790036372.3386686,0.0,0.0
1790036372.441396,0.0,0.0
1790036372.5412028,0.0,0.0
1790036372.6645615,0.0,0.0
1790036372.7388313,0.0,0.011132000130089637
1790036372.8388455,0.0,0.011132000130089637
1790036372.9393904,0.0,0.011132000130089637
1790036373.0403602,0.0,0.011132000130089637
1790036373.155198,0.0,0.011132000130089637
1790036373.238236,0.0,0.011132000130089637
1790036373.338109,0.0,0.011132000130089637
1790036373.439164,0.0,0.022264000260179273
1790036373.5410156,0.0,0.022264000260179273
1790036373.6556933,0.0,0.022264000260179273
1790036373.7366805,0.0,0.022264000260179273
1790036373.8362918,0.0,0.022264000260179273
1790036373.9407346,0.0,0.022264000260179273
1790036374.0410151,0.0,0.022264000260179273
1790036374.14826,0.0,0.022264000260179273
1790036374.237955,0.0,0.022264000260179273
1790036374.3410094,0.0,0.022264000260179273
1790036374.440573,0.0,0.022264000260179273
1790036374.5389037,0.0,0.022264000260179273
1790036374.656947,0.0,0.022264000260179273
1790036374.7392027,0.0,0.022264000260179273
1790036374.8374825,0.0,0.022264000260179273
1790036374.935978,0.0,0.022264000260179273
1790036375.036934,0.0,0.022264000260179273
1790036375.153071,0.0,0.022264000260179273
1790036375.2366688,0.0,0.022264000260179273
1790036375.337432,0.0,0.022264000260179273
1790036375.4375098,0.0,0.022264000260179273
1790036375.538514,0.0,0.022264000260179273
1790036375.6575272,0.0,0.022264000260179273
1790036375.7417974,0.0,0.022264000260179273
1790036375.836814,0.0,0.022264000260179273
1790036375.9371684,0.0,0.022264000260179273
1790036376.036784,0.0,0.022264000260179273
1790036376.151563,0.0,0.022264000260179273
1790036376.2377365,0.0,0.022264000260179273
1790036376.337565,0.0,0.022264000260179273
1790036376.4389412,0.0,0.022264000260179273
1790036376.54058,0.0,0.022264000260179273
1790036376.650534,0.0,0.022264000260179273
1790036376.7411351,0.0,0.022264000260179273
1790036376.8390567,0.0,0.022264000260179273
1790036376.939436,0.0,0.022264000260179273
1790036377.0404477,0.0,0.022264000260179273
1790036377.1555946,0.0,0.022264000260179273
1790036377.238083,0.0,0.022264000260179273
1790036377.3391838,0.0,0.011132000130089637
1790036377.4387784,0.0,0.011132000130089637
1790036377.5390818,0.0,0.011132000130089637
1790036377.6556385,0.0,0.011132000130089637
1790036377.7409167,0.0,0.011132000130089637
1790036377.84213,0.0,0.011132000130089637
1790036377.9404397,0.0,0.011132000130089637
1790036378.0388193,0.0,0.011132000130089637
1790036378.1534183,0.0,0.011132000130089637
1790036378.2372327,0.0,0.0
1790036378.3381767,0.0,0.0
1790036378.4392529,0.0,0.0
1790036378.539249,0.0,0.0
1790036378.6518433,0.0,0.0
1790036378.739782,0.0,0.0
1790036378.8389957,0.0,0.0
1790036378.9414887,0.0,0.0
1790036379.0389032,0.0,0.0
1790036379.1514657,0.0,0.0
1790036379.2397745,0.0,0.0
1790036379.3385377,0.0,0.0
1790036379.4377284,0.0,0.0
1790036379.5393229,0.0,0.0
1790036379.646367,0.0,0.0
1790036379.7397268,0.0,0.0
1790036379.8394897,0.0,0.0
1790036379.9423852,0.0,0.0
1790036380.0398316,0.0,0.0
1790036380.1511395,0.0,0.0
1790036380.2404864,0.0,0.0
1790036380.340448,0.0,0.0
1790036380.4415178,0.0,0.0
1790036380.5420322,0.0,0.0
1790036380.660457,0.0,0.0
1790036380.7420793,0.0,0.0
1790036380.8421092,0.0,0.0
1790036380.9413872,0.0,0.0
1790036381.042415,0.0,0.0
1790036381.153972,0.0,0.0
1790036381.2377095,0.0,0.0
1790036381.338472,0.0,0.0
1790036381.4385033,0.0,0.0
1790036381.8365831,0.0,0.0
1790036381.914755,0.0,0.0
1790036381.936792,0.0,0.0
1790036382.0394866,0.0,0.0
1790036382.1529408,0.0,0.0
1790036382.240692,0.0,0.0
1790036382.3407466,0.0,0.011132000130089637
1790036382.4427607,0.0,0.011132000130089637
1790036382.5425606,0.0,0.011132000130089637
1790036382.6605153,0.0,0.011132000130089637
1790036382.7425802,0.0,0.011132000130089637
1790036382.8419552,0.0,0.011132000130089637
1790036382.9396334,0.0,0.011132000130089637
1790036383.0380087,0.0,0.011132000130089637
1790036383.163647,0.0,0.011132000130089637
1790036383.2388985,0.0,0.011132000130089637
1790036383.3385618,0.0,0.011132000130089637
1790036383.4431434,0.0,0.011132000130089637
1790036383.5385325,0.0,0.011132000130089637
1790036383.6521535,0.0,0.022264000260179273
1790036383.7389214,0.0,0.022264000260179273
1790036383.8396163,0.0,0.022264000260179273
1790036383.9398043,0.0,0.022264000260179273
1790036384.039771,0.0,0.022264000260179273
1790036384.1574676,0.0,0.022264000260179273
1790036384.2394936,0.0,0.022264000260179273
1790036384.3402724,0.0,0.022264000260179273
1790036384.4397333,0.0,0.022264000260179273
1790036384.5395317,0.0,0.022264000260179273
1790036384.6556048,0.0,0.022264000260179273
1790036384.7441134,0.0,0.022264000260179273
1790036384.8388755,0.0,0.022264000260179273
1790036384.9405608,0.0,0.022264000260179273
1790036385.0412664,0.0,0.022264000260179273
1790036385.1572034,0.0,0.022264000260179273
1790036385.2413318,0.0,0.022264000260179273
1790036385.3413506,0.0,0.022264000260179273
1790036385.4428935,0.0,0.022264000260179273
1790036385.539062,0.0,0.022264000260179273
1790036385.6593466,0.0,0.022264000260179273
1790036385.7411697,0.0,0.022264000260179273
1790036385.8413496,0.0,0.022264000260179273
1790036385.9402986,0.0,0.022264000260179273
1790036386.0418904,0.0,0.022264000260179273
1790036386.1545253,0.0,0.022264000260179273
1790036386.23954,0.0,0.022264000260179273
1790036386.3372529,0.0,0.022264000260179273
1790036386.4381478,0.0,0.022264000260179273
1790036386.5392623,0.0,0.022264000260179273
1790036386.6567218,0.0,0.022264000260179273
1790036386.7418146,0.0,0.022264000260179273
1790036386.839111,0.0,0.022264000260179273
1790036386.9428675,0.0,0.022264000260179273
1790036387.0426877,0.0,0.022264000260179273
1790036387.162859,0.0,0.022264000260179273
1790036387.2420194,0.0,0.011132000130089637
1790036387.3396957,0.0,0.011132000130089637
1790036387.4434383,0.0,0.011132000130089637
1790036387.5397816,0.0,0.011132000130089637
1790036387.6538346,0.0,0.011132000130089637
1790036387.7412791,0.0,0.011132000130089637
1790036387.8421688,0.0,0.011132000130089637
1790036387.9390106,0.0,0.011132000130089637
1790036388.0394444,0.0,0.011132000130089637
1790036388.160436,0.0,0.011132000130089637
1790036388.2419696,0.0,0.011132000130089637
1790036388.3422332,0.0,0.011132000130089637
1790036388.441432,0.0,0.011132000130089637
1790036388.5385358,0.0,0.011132000130089637
1790036388.662722,0.0,0.011132000130089637
1790036388.743252,0.0,0.011132000130089637
1790036388.8445232,0.0,0.011132000130089637
1790036388.9404533,0.0,0.011132000130089637
1790036389.0409653,0.0,0.011132000130089637
1790036389.1585886,0.0,0.011132000130089637
1790036389.2442942,0.0,0.011132000130089637
1790036389.341806,0.0,0.011132000130089637
1790036389.4432545,0.0,0.011132000130089637
1790036389.5413835,0.0,0.011132000130089637
1790036389.6602366,0.0,0.011132000130089637
1790036389.7423043,0.0,0.011132000130089637
1790036389.8426511,0.0,0.011132000130089637
1790036389.9390268,0.0,0.011132000130089637
1790036390.0413291,0.0,0.022264000260179273
1790036390.1594453,0.0,0.04452799972938237
1790036390.2425854,0.0,0.08905600024974092
1790036390.342457,0.0,0.15584800023930256
1790036390.4422514,0.0,0.25603599982815695
1790036390.5414271,0.0,0.3784879996771906
1790036390.6540658,0.0,0.5343359999164932
1790036390.7428236,0.0,0.7235799997550885
1790036390.845137,0.0,0.9462199999839527
1790036390.9438877,0.0,1.1799920003429065
1790036391.0444324,0.0,1.447160000301153
1790036391.1490602,0.0,1.7254600003894893
1790036391.240154,-0.009078374645088505,2.048288000207208
1790036391.3412442,-0.009078374645088505,2.382248000155016
1790036391.443933,-0.009078374645088505,2.7384720003630036
1790036391.540366,-0.009078374645088505,3.128092000170284
1790036391.6558385,-0.009078374645088505,3.5288440001076538
1790036391.7426798,-0.009078374645088505,3.951860000305203
1790036391.8396175,-0.009078374645088505,4.397139999971955
1790036391.9413314,-0.009078374645088505,4.842420000429684
1790036392.0419302,-0.009078374645088505,5.2988320002265255
1790036392.154662,-0.009078374645088505,5.766376000153457
1790036392.2389455,-0.009078374645088505,6.245052000210478
1790036392.33914,-0.009078374645088505,6.71259600013741
1790036392.438683,-0.009078374645088505,7.191272000194431
1790036392.541628,-0.009078374645088505,7.681080000381542
1790036392.655823,-0.009078374645088505,8.159755999647587
1790036392.7416468,0.0,8.649563999834697
1790036392.843094,0.0,9.150504000151898
1790036392.9441073,0.0,9.640312000339009
1790036393.045198,0.0,10.130119999735143
1790036393.1621284,0.0,10.631060000052344
1790036393.245155,0.009078377225317921,11.120868000239454
1790036393.343527,0.009078377225317921,11.621807999765679
1790036393.4419737,0.009078377225317921,12.12274800008288
1790036393.5440547,0.009078377225317921,12.62368800040008
1790036393.6552966,0.009078377225317921,13.124627999926304
1790036393.7403755,0.009078377225317921,13.625568000243504
1790036393.843056,0.009078377225317921,14.137639999899818
1790036393.9452744,0.018156751870406426,14.638580000217019
1790036394.0409222,0.018156751870406426,15.139519999743243
1790036394.1572337,0.018156751870406426,15.651592000190533
1790036394.241027,0.018156751870406426,16.163663999846847
1790036394.3385348,0.018156751870406426,16.675736000294137
1790036394.4389236,0.018156751870406426,17.18780799995045
1790036394.540291,0.018156751870406426,17.69988000039774
1790036394.6520014,0.02723512651549493,18.211952000054055
1790036394.742723,0.02723512651549493,18.72402399971037
1790036394.8416607,0.02723512651549493,19.23609600015766
