t,true_x_m,true_y_m,spoofed_x_m,spoofed_y_m,is_spoofed,dr_x,dr_y,divergence_m,slope_gap_mps,cusum_stat,jump_delta_m,jump_alarm,predicted_spoofed
1790037063.3456128,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0
1790037063.3519042,0.0,0.0,0.0,0.0,0,9.06694436110448e-08,-1.0993309202001984e-08,9.133345965169202e-08,,0.0,9.133345965169202e-08,0,0
1790037063.446621,0.0,0.0,0.0,0.0,0,0.0001453803054351,-1.786552157449426e-05,0.00014647392283110222,,0.0,0.00014638258949108493,0,0
1790037063.5480323,0.0,0.0,0.0,0.0,0,0.0005200593462084,-6.387560526303248e-05,0.0005239673811664493,,0.0,0.00037749345874574626,0,0
1790037063.6493504,0.0,0.0,0.0,0.0,0,0.0010957790017768,-0.0001344662917415,0.0011039985526936484,,0.0,0.0005800311774597106,0,0
1790037063.7509346,0.0,0.0,0.0,0.0,0,0.0019301156686115,-0.0002366493512971,0.0019445692092823427,,0.0,0.0008405706700123319,0,0
1790037063.851603,0.0,0.0,0.0,0.0,0,0.0029804285809147,-0.0003651997574094,0.0030027196653609036,,0.0,0.0010581504716544177,0,0
1790037063.9506872,0.0,0.0,0.0,0.0,0,0.0042195083215393,-0.0005166861863455,0.004251025181141563,,0.0,0.0012483055482445547,0,0
1790037064.0515363,0.0,0.0,0.0,0.0,0,0.005737044765253,-0.0007018947179667,0.0057798216956603775,,0.0,0.0015287966045829987,0,0
1790037064.148419,0.0,0.0,0.0,0.0,0,0.0074051725987524,-0.0009053719366591,0.0074603136369058385,,0.0,0.0016804920253967873,0,0
1790037064.2492282,0.0,0.0,0.0,0.0,0,0.0092672419919128,-0.0011324728094299,0.009336180632398345,,0.0,0.0018758670612167583,0,0
1790037064.3491957,0.0,0.0,0.0,0.0,0,0.0114631549597828,-0.001400370506981,0.01154837474230964,,0.0,0.002212194145822833,0,0
1790037064.4491944,0.0,0.0,0.0,0.0,0,0.0138045828699552,-0.0016860786287912,0.013907169710474052,,0.0,0.002358794986725765,0,0
1790037064.550712,0.0,0.0,0.0,0.0,0,0.0164619718177106,-0.0020104228805942,0.016584279191026504,,0.0,0.002677109488483839,0,0
1790037064.6513076,0.0,0.0,0.0,0.0,0,0.0193231729618394,-0.0023597513647711,0.019466726479218335,,0.0,0.0028824472895477697,0,0
1790037064.751239,0.0,0.0,0.0,0.0,0,0.0223229906951904,-0.0027262899916212,0.022488854366018093,,0.0,0.0030221278924460306,0,0
