t,gps_x,gps_y,dr_x,dr_y,fused_x,fused_y,trust_weight,is_spoofed
1790037752.476542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.4858906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.5799344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.6782131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.7819717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.8797207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037752.9790442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.0797312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.1831343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.2826426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.3806174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.4832437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.5797184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.6802244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.7788289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.8799243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037753.9786465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.079133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.1783984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.2787127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.3796604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.4819012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.5780327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.678495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.7801292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.880419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1790037754.98005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
